x_mean,y_mean,z_mean,x_std,y_std,z_std,x_aad,y_aad,z_aad,x_min,y_min,z_min,x_max,y_max,z_max,x_maxmin_diff,y_maxmin_diff,z_maxmin_diff,x_median,y_median,z_median,x_mad,y_mad,z_mad,x_IQR,y_IQR,z_IQR,x_neg_count,y_neg_count,z_neg_count,x_pos_count,y_pos_count,z_pos_count,x_above_mean,y_above_mean,z_above_mean,x_peak_count,y_peak_count,z_peak_count,x_skewness,y_skewness,z_skewness,x_kurtosis,y_kurtosis,z_kurtosis,x_energy,y_energy,z_energy,avg_result_accl,sma,x_mean_fft,y_mean_fft,z_mean_fft,x_std_fft,y_std_fft,z_std_fft,x_aad_fft,y_aad_fft,z_aad_fft,x_min_fft,y_min_fft,z_min_fft,x_max_fft,y_max_fft,z_max_fft,x_maxmin_diff_fft,y_maxmin_diff_fft,z_maxmin_diff_fft,x_median_fft,y_median_fft,z_median_fft,x_mad_fft,y_mad_fft,z_mad_fft,x_IQR_fft,y_IQR_fft,z_IQR_fft,x_above_mean_fft,y_above_mean_fft,z_above_mean_fft,x_peak_count_fft,y_peak_count_fft,z_peak_count_fft,x_skewness_fft,y_skewness_fft,z_skewness_fft,x_kurtosis_fft,y_kurtosis_fft,z_kurtosis_fft,x_energy_fft,y_energy_fft,z_energy_fft,avg_result_accl_fft,sma_fft
-0.508739974453875,-0.26508667936749997,-0.16558602127500002,3.4860208948448888,2.2978725331289005,1.997689191334376,1.7141862038865312,0.8670389925790625,0.9381192532450001,-11.090119999999999,-16.039703,-9.354125999999999,17.517378,4.824397,6.3157682,28.607498,20.8641,15.669894199999998,0.0199420305,-0.023801997499999998,0.14529991,0.037587666000000006,0.03728582,0.019420149999999997,0.066503208575,0.06759569175,0.04333520250000002,26,56,8,54,24,72,70,75,72,21,22,26,0.6544608574396906,-4.453346003734171,-2.295839086279024,9.697943565059255,26.95256861305964,10.129707663491676,12.41115804090249,5.350489126086316,4.018180835615878,1.9013345659137209,2.8280249998238753,35.8459991633562,21.81958179124277,18.175443965303597,15.517934471779188,10.611111269909273,8.267525330780307,13.68329803285105,9.005028771820951,7.178501784422201,5.863802066205443,7.321075332499759,3.6608800086042064,52.959874352785484,42.52378163595758,30.27635320570838,47.09607228658004,35.20270630345782,26.615473197104173,42.39859198450004,18.74567149012608,18.778863872063148,7.570573079064509,7.06374672951643,7.075721905334333,29.04395926668423,13.468504395483128,13.590103153132779,17,11,13,3,2,1,-0.7416179858366981,0.5113097182419652,-0.1888163004279916,-1.0732049710642806,-0.784413786996712,-1.1825616074642518,1525.7419462897662,588.6898319271286,398.6987384309849,47.412237525074985,75.84102491990255
0.044822954937250005,-0.023792152367500003,0.1230858677025,0.0406158193417129,0.040274734821112726,0.06085574957508727,0.0352208893908875,0.03245128409575,0.04377341971649999,-0.056644812,-0.106163114,-0.07554245,0.12548789999999999,0.068621695,0.24152565,0.18213271199999997,0.17478480899999999,0.3170681,0.04606019,-0.025046310999999998,0.14525938,0.03736297,0.03304971699999999,0.019422529999999993,0.079060364925,0.0581074505,0.0572161625,12,57,5,68,23,75,42,36,56,24,25,28,-0.07089807277449171,0.07566629044397673,-1.2442218850319233,-0.8550308121440255,-0.53885616447283,1.4056036248166723,0.0036587420701054037,0.0021881207791892856,0.018853553084423064,0.14821874060587423,0.21412421004249999,0.30891619955155997,0.3306676375170872,0.5006369171528012,0.3136997161620973,0.26359139794286707,0.393432051571808,0.1793790652646509,0.15604218109107001,0.28752186682620795,0.026784680291123776,0.09207395436519487,0.10808418336110033,1.6681164541558107,1.4594286708261053,1.6217809159036407,1.6413317738646869,1.3673547164609103,1.5136967325425403,0.24284772826518938,0.26196219535664056,0.38974122426890284,0.09111622578026704,0.09488463578048428,0.14958061933110176,0.18850241000162904,0.15041458234963526,0.28209137145387975,9,8,8,9,8,9,3.2083582759781963,3.058782878692613,1.5192011292619156,11.268559138681683,10.600018733853284,1.475370998888514,0.1938367302655596,0.17882151157060666,0.40542610202026264,0.714153751171204,1.1402207542214482
0.039718608062375,-0.0233100059525,0.080164766025,0.04425884967264432,0.039543352656715366,0.07535729007153821,0.03953009483606563,0.0329916002510625,0.06664570774749999,-0.035941232000000004,-0.106163114,-0.07554245,0.12548789999999999,0.068621695,0.24152565,0.16142913199999998,0.17478480899999999,0.3170681,0.044571770499999996,-0.026933607,0.102039815,0.0392663725,0.036697362,0.06262492999999998,0.079137371175,0.06037651375,0.144442556,14,54,13,66,26,67,41,37,44,25,26,27,0.042568755622528466,-0.09441342990343334,-0.22124239777843605,-1.2167837976449825,-0.6909606138826052,-1.1015408044439476,0.003536413600758288,0.0021070331168389442,0.012105110878768945,0.11468699743664261,0.175004248564875,0.29683185587293964,0.3195067147420833,0.5350589412334594,0.3787819412743778,0.26575541974992983,0.6077996851354508,0.21765959660803685,0.16681302477780668,0.33862227562269015,0.03074081118106159,0.08346680183677205,0.09744926719023661,1.9636165474972496,1.3987842842431846,3.293536339855145,1.932875736316188,1.3153174824064124,3.196087072664908,0.17246022385886292,0.26438465747190093,0.3430390779993891,0.10797120528789658,0.10802119559202883,0.14878847253323324,0.29702440704906774,0.2135002568833331,0.41931391138714985,9,10,8,9,9,7,3.380227619404897,2.7195012067050235,3.6881886586625074,12.115158727565564,8.228457968407758,14.022086257810546,0.2315849096965598,0.17271048389174037,0.6557085278446237,0.7243066293073117,1.1513975118484825
0.010858143582124998,0.09823304435375,0.061486478237499996,0.049741098787588665,0.18188974250044826,0.07316083304105643,0.038830339342512496,0.1590826776054375,0.0646003079053125,-0.1059473,-0.104482844,-0.07558918,0.12548789999999999,0.48643398,0.24152565,0.23143519999999998,0.590916824,0.31711483,0.0040944025,0.0108410195,0.0571398735,0.034305816999999995,0.0389743895,0.0684517615,0.06511032124999999,0.36329650950000003,0.1255514589,32,34,16,48,46,64,28,22,37,24,27,25,0.28883521045540617,0.9706864317833449,0.08489084265838853,-0.1855180226533406,-0.8347961682156653,-1.0684809530116797,0.0025920761906466964,0.04273360942988519,0.009133094497311896,0.1755856647602699,0.24062102682337502,0.3805727468915584,1.1833804105255228,0.6044621368346171,0.37924374877417366,1.654155369483089,0.47693806846188336,0.26733890398486015,0.9560565445002739,0.31834876605717716,0.053514900242393006,0.10555198972481714,0.08746246703143727,1.5121901227679297,7.5320463772000465,2.4292110174640578,1.4586752225255368,7.42649438747523,2.3417485504326203,0.2313992106327563,0.7561423644175705,0.49624139801777145,0.0666154172394409,0.2625933293695756,0.19334880072809374,0.1912321413965349,0.40658234927244014,0.43568181950985063,6,5,9,5,6,8,2.05568181640491,2.919823055617703,2.2297339982015956,3.3991634578746117,7.5851087227877105,6.004077666597764,0.2886614366608748,4.13661918240529,0.5928443960148235,1.4698063163354522,2.1684152942516985
0.06217739661724999,0.29479768666624995,0.19515432536250002,0.4647516925136865,0.4880761244289353,0.5203469172339977,0.185051540338275,0.2877525197504688,0.2644158000615625,-0.9962120000000001,-1.1090946000000002,-0.23525548,2.377328,2.475832,2.4488978,3.37354,3.5849266,2.6841532800000003,-0.0035545603000000005,0.346488,0.05520665600000001,0.01984594,0.222138265,0.06240737649999999,0.03828824675,0.38106590375000005,0.1317613135,42,17,15,38,63,65,4,45,7,23,27,23,3.619799834523274,2.3393499555608503,3.3739399669834484,15.370119554020143,8.69272666711119,10.159321363182517,0.21986016434443498,0.325123979301342,0.30884612498261743,0.4731560634866959,0.690176948781,4.427582933464286,4.55496246000367,4.503462630359363,2.728537589136665,2.95988519476139,3.636137108974095,2.548190401104628,2.726649284062377,3.249493912086164,0.5989089711472366,0.3012065166074284,0.2868713654545628,8.063530902473053,9.862048251062832,11.328982469651349,7.464621931325816,9.560841734455405,11.042111104196787,4.990122831796095,4.944626764176602,2.3634336601806516,2.601017904644942,2.990647426218114,1.2600218329274546,5.748352487044879,5.913948531639319,6.1648505813578724,14,13,9,3,7,7,-0.11545787311875466,0.12312923103496141,0.6373818790337914,-1.6871620620188819,-1.5036119872558174,-1.1975292544085578,27.04840800803594,29.508603378210363,33.50266873830176,7.972373342834366,13.48600802382732
0.25241445781224997,0.4688452167125,0.52971798888125,1.100506866163761,0.8650661229176735,0.9363012475704069,0.7438963065079562,0.5472817116403126,0.7382121444492187,-3.8267087999999996,-2.2483277000000004,-1.8164740000000001,2.6405892000000004,2.475832,3.2557987999999995,6.4672979999999995,4.7241597,5.0722727999999995,0.0046931282,0.377408025,0.13291525999999998,0.0502300567,0.112643715,0.11966908149999998,1.0544145675,0.22744679999999995,1.04905380575,37,12,11,43,68,69,23,23,25,19,22,22,-0.8962318356559665,-0.3439953937122936,0.8813433869438868,3.425873944429889,2.172064361033611,0.7988818340744235,1.2748284209862337,0.9681552342540064,1.1572611739462966,1.3036396988755672,2.0248620868235,10.455356110156988,8.111374316581939,7.417285517649302,6.508751906747966,5.399520047802899,7.380312611516589,5.333527574888106,4.067760201930443,5.847904258104745,2.6235341477562883,1.7650538775326052,0.6430564720487917,26.806269798992385,23.68738643289727,30.74795392933094,24.182735651236097,21.922332555364665,30.10489745728215,7.532450839250696,7.903598284779465,4.308187790109718,4.009487297162467,3.482226271891914,2.6407494814704338,8.212294728047215,5.114047198118788,9.859048654062828,11,12,10,7,6,5,0.9656376027394139,1.1195818102779669,1.5565652601470739,0.2838032228500942,0.9666146072972497,2.01264942752519,151.67832277379236,94.94921005033056,109.4851386940409,15.864625963667516,25.98401594438823
0.18256234345100003,0.10891400349999995,0.60787294227,1.5421001719386704,1.892917290825399,1.0679495421742577,0.9904244752215501,0.97532692795,0.8560101082975,-3.8447404,-12.690153,-1.8978004000000002,5.460236,2.475832,3.2557987999999995,9.304976400000001,15.165985000000001,5.1535991999999995,0.09632795999999999,0.36170244,0.21629029500000002,0.35309792,0.512787815,0.369923655,1.19760374,1.005818855,1.1503555159999999,27,28,16,53,52,64,38,52,30,18,18,20,-0.5517677845123539,-4.213009301724414,0.4099661541012916,2.2441602950415964,24.551576339286537,0.0854926214766274,2.4114019495395977,3.594998130064166,1.5100257385741935,1.880037966802513,2.8603939884410003,15.02812870402932,18.758147430575736,8.87884755436786,8.471579168661059,9.51539283574573,7.067259235984996,6.8241615471427925,7.528535999294214,5.3020629598940365,3.913484748166201,3.0813694082737286,1.6651876365434912,39.14877933870528,44.99387392977634,30.411013719026503,35.235294590539084,41.91250452150261,28.745826082483013,12.582984485487842,19.218911230790496,6.239004622676012,5.018842743489049,6.4295981851657835,3.1595376720610573,11.767241998870412,11.603895928706617,6.4510743740912995,9,13,10,6,6,7,1.0600631449419187,0.666339022906722,1.6076341945285602,0.6161528104447109,0.4475902519907269,1.9953069222605242,297.61230595576205,442.41079584577614,128.7800870023194,27.208209927498107,42.66512368897291
0.23706270172500005,-0.02122630097249998,0.5696850395624999,1.5302493064989926,1.8833737571794538,1.0690896754337733,0.94494169743875,0.9250662832802501,0.8492842763171875,-3.8447404,-12.690153,-1.8978004000000002,5.460236,2.475832,3.2557987999999995,9.304976400000001,15.165985000000001,5.1535991999999995,0.240305435,-0.0636801715,0.242484095,0.27844486749999997,0.309175495,0.40541482,1.165469036,1.09491993,1.2223427405,19,44,25,61,36,55,42,36,29,16,15,20,-0.6618041079007438,-4.0686982041547575,0.4662463257540295,2.488152692004359,23.9589974060444,0.11641260151878852,2.397861664589804,3.5475472650852273,1.467493778420418,1.8084544855366254,2.7802134303025,14.813373381433873,18.788368295084073,8.837302336031211,8.569348396755295,9.277718689267695,7.124357457771876,6.775624778375528,7.214398237512949,5.201417532506005,3.5817132920477746,2.203019367537982,1.177816224837293,38.24157602469791,41.41467090658936,28.959022236455265,34.65986273265014,39.211651539051374,27.78120601161797,12.79456896689113,20.228163993618224,6.8162928498734106,5.59888702564454,6.6330871518625685,3.119133872735916,9.059771363309396,9.863159052682873,6.1065118789213955,10,14,8,6,4,8,0.9160730504152547,0.5161389969643306,1.618178354058658,0.3484213472801341,0.027331669967630035,1.828608386347642,292.8697628827462,439.0788472689075,128.85438176453243,27.143001987947105,42.439044012549154
-0.2106424524625,-0.24591537573500002,0.24018399695,1.222738219800321,1.6491823053006314,0.6288577940698049,0.726346247145625,0.63416749441925,0.38795867171125,-3.8447404,-12.690153,-1.8978004000000002,5.460236,1.5577334999999999,3.1064583999999997,9.304976400000001,14.2478865,5.0042588,0.08003713,-0.034806966,0.151558755,0.18826837,0.22547769499999998,0.211905005,0.51003199,0.44660354,0.45500275925000006,31,41,25,49,39,55,58,62,29,16,17,19,-0.2561306360881474,-5.885585130058033,1.2557098298070335,7.03399959990332,39.08801899064828,6.661745525972469,1.5394589969398746,2.7802766481395906,0.45315047755321886,1.115983754268338,1.617439416815,12.409774494864992,17.58816483237535,5.228296651782205,5.201967273475714,4.864480041766598,2.7754578775820957,4.546953292780585,4.084717281161086,2.022604056413242,3.43754455057453,8.124787160537325,0.8100463904330829,25.112160908491642,25.646007996308512,14.127075483596577,21.674616357917113,17.52122083577119,13.317029093163494,12.28903863012311,18.763907112125338,5.176048044266107,4.207572089254834,3.0511147650534163,1.3048771349722443,8.325873098116904,9.300511349758356,2.475596442115552,12,16,12,3,7,6,0.272073196327227,-0.3221908981806561,1.2605434189102882,-0.5427054068412964,-0.9556526710124507,2.2407208383659603,181.06296652771402,333.00670824755053,35.03825230926954,22.883489254356803,35.22623597902255
-0.06371321607,0.19003800789,0.0870972268925,0.35634147395064686,0.2986081578936753,0.2443251834384497,0.27564598870449997,0.24738594671550002,0.16835809090212503,-1.141106,-0.43779373,-1.1656651000000002,0.55208564,0.74683666,0.70266485,1.69319164,1.1846303900000001,1.8683299500000001,0.036281495,0.2349844,0.069034395,0.18462557000000002,0.22304295999999998,0.137717485,0.389420135,0.44340097700000003,0.262477218,36,23,27,44,57,53,54,42,38,13,18,21,-1.0469568708364336,-0.17103017788093344,-1.1043736778850806,0.6975435137023505,-0.7562499440799715,7.400669145431392,0.13103861995930205,0.12528127640345382,0.06728072219459572,0.5071200663009237,0.7390065535675001,2.853239045364574,2.2207941736433323,2.2605994528937696,2.8059961305440657,2.4680260987840685,1.2565493236594127,2.1916219430782222,1.4423894814764007,1.000160508680481,0.14242336650373572,0.295781142121779,0.7415731326789228,11.093670350475513,12.87994726799098,5.39421435865119,10.951246983971778,12.584166125869201,4.652641225972268,1.4785850938626848,1.6995593875011479,2.010550670349771,1.3043020996584374,0.8679468881690369,0.6784794295784411,3.8645761850074805,1.6983160718570203,1.3254605033046964,11,7,11,7,5,10,1.4082388930562837,3.220248767082731,0.9199105026408257,1.4996731081725834,11.087056795841598,0.03800952959261039,16.01458733462122,11.02307958596748,6.6892260892125375,4.560667404688033,7.334632671901677
